[header]
width=15
height=32
tilewidth=64
tileheight=32
orientation=staggered

[tilesets]
tileset=快盘/Pictures/Image/tiled2.5d/grass/01.png,96,47,0,0
tileset=快盘/Pictures/Image/tiled2.5d/grass/04.png,96,47,0,0

[layer]
type=background
data=
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,
0,1,0,0,2,2,2,1,0,1,0,0,0,0,0,
0,1,1,2,0,2,2,1,0,1,1,1,1,0,0,
0,0,1,2,1,2,0,2,0,1,1,0,0,1,0,
0,0,2,0,1,2,1,2,1,0,1,0,0,1,0,
0,0,2,0,2,2,1,2,1,1,0,1,1,1,1,
0,2,2,2,2,2,1,2,0,0,1,1,0,0,0,
0,2,2,2,0,2,1,2,0,0,0,1,0,0,0,
0,2,1,0,1,2,2,0,0,2,0,1,0,0,0,
0,2,1,0,1,2,1,2,0,2,2,2,1,0,0,
2,2,0,0,1,2,2,0,2,0,0,2,1,0,0,
0,2,1,1,0,2,2,0,2,0,0,2,1,0,0,
2,1,1,0,0,2,2,0,2,0,0,2,1,0,0,
0,2,1,0,2,0,2,0,2,0,0,2,1,0,0,
2,1,1,0,2,0,2,0,2,0,0,2,1,0,0,
2,2,1,0,2,0,2,0,2,0,0,2,1,0,2,
2,0,1,0,2,0,2,0,2,0,0,2,1,2,2,
2,1,1,0,2,0,2,1,0,2,0,2,1,2,2,
2,0,1,0,2,0,2,1,0,2,2,0,1,2,2,
2,2,2,0,2,0,0,2,0,2,2,0,1,2,2,
2,2,2,2,2,2,2,2,2,2,0,0,1,2,2,
2,2,1,1,2,0,0,1,2,2,2,0,1,2,2,
2,2,1,1,2,0,0,1,2,2,2,1,0,2,2,
2,0,2,1,2,0,0,0,1,2,2,1,0,2,2,
2,0,2,1,2,0,0,1,2,2,2,0,0,2,0,
2,0,0,2,2,2,2,1,1,2,2,2,0,2,2,
2,0,2,2,2,2,2,0,2,0,2,2,0,2,0,
2,2,2,2,2,2,1,2,2,0,2,2,2,2,0,
2,2,1,0,2,2,0,2,2,2,2,2,2,2,0,
0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,
0,0,0,0,0,0,0,2,0,0,0,0,2,2,0

[layer]
type=foreground
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,
0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,
0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,
0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,
0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,
0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,
0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,
0,0,2,2,0,2,0,0,0,2,0,0,2,0,0,
0,0,2,0,2,2,0,0,0,2,0,0,0,2,0,
0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,
0,0,2,0,0,2,2,2,2,2,0,0,0,2,0,
0,2,0,0,2,0,0,0,0,2,2,2,2,0,0,
0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,
0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,
0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,
0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,
0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,
0,0,0,2,2,2,0,0,0,2,0,0,0,0,2,
0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,
0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,
0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,
0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,
0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,
0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,
0,0,0,2,0,0,0,0,0,2,0,0,0,0,0

[layer]
type=actionground
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,
0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,
0,2,2,2,2,0,0,0,0,0,2,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,
0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,
0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,
0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,
0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,
0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

[layer]
type=objectground
data=
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2

